Date,Temperature_Min,Temperature_Max,Temperature_Avg,Humidity,Rainfall,Season
2023-03-18,26.1,44.3,35.2,49.2,0.0,Summer
2023-03-19,27.3,37.6,32.5,35.1,0.0,Summer
2023-03-20,29.7,42.5,36.1,42.9,0.0,Summer
2023-03-21,28.9,36.6,32.8,43.5,0.0,Summer
2023-03-22,30.0,42.7,36.4,30.3,3.4,Summer
2023-03-23,27.2,37.6,32.4,32.8,0.0,Summer
2023-03-24,29.6,43.4,36.5,44.6,0.0,Summer
2023-03-25,27.6,42.8,35.2,33.5,0.0,Summer
2023-03-26,31.5,39.1,35.3,47.2,9.8,Summer
2023-03-27,28.1,36.5,32.3,35.7,0.0,Summer
2023-03-28,28.0,41.1,34.5,36.8,0.0,Summer
2023-03-29,29.2,43.2,36.2,35.8,1.7,Summer
2023-03-30,27.9,40.0,34.0,45.7,0.0,Summer
2023-03-31,30.4,42.1,36.3,31.9,0.0,Summer
2023-04-01,29.5,38.3,33.9,46.4,0.0,Summer
2023-04-02,31.2,35.5,33.4,40.0,0.0,Summer
2023-04-03,27.3,43.3,35.3,38.6,8.9,Summer
2023-04-04,29.7,41.0,35.3,35.3,0.0,Summer
2023-04-05,29.3,42.4,35.8,42.5,0.0,Summer
2023-04-06,30.7,35.4,33.0,38.3,0.0,Summer
2023-04-07,31.7,39.7,35.7,34.0,0.0,Summer
2023-04-08,30.3,43.5,36.9,46.0,2.4,Summer
2023-04-09,29.6,35.4,32.5,30.1,0.0,Summer
2023-04-10,27.4,44.4,35.9,34.1,0.0,Summer
2023-04-11,30.0,37.4,33.7,33.8,0.0,Summer
2023-04-12,30.0,36.4,33.2,32.8,0.0,Summer
2023-04-13,25.7,35.4,30.5,34.6,7.3,Summer
2023-04-14,27.4,40.1,33.8,42.3,0.0,Summer
2023-04-15,28.3,39.5,33.9,38.7,0.0,Summer
2023-04-16,27.7,41.1,34.4,37.8,0.0,Summer
2023-04-17,27.0,44.2,35.6,47.4,0.0,Summer
2023-04-18,28.4,43.8,36.1,35.6,0.0,Summer
2023-04-19,27.2,37.1,32.1,41.2,0.0,Summer
2023-04-20,27.1,44.0,35.5,44.3,0.0,Summer
2023-04-21,28.1,36.4,32.2,36.5,0.0,Summer
2023-04-22,28.3,41.5,34.9,45.4,0.0,Summer
2023-04-23,27.9,39.5,33.7,48.0,0.0,Summer
2023-04-24,30.4,41.7,36.1,35.9,0.0,Summer
2023-04-25,29.3,35.6,32.5,31.9,0.0,Summer
2023-04-26,29.0,37.0,33.0,32.0,0.0,Summer
2023-04-27,30.3,36.8,33.6,32.3,0.0,Summer
2023-04-28,28.8,37.1,33.0,37.6,3.4,Summer
2023-04-29,25.7,40.5,33.1,44.4,0.0,Summer
2023-04-30,28.9,43.4,36.2,33.5,0.0,Summer
2023-05-01,27.1,41.7,34.4,31.4,0.0,Summer
2023-05-02,30.9,40.9,35.9,35.0,0.0,Summer
2023-05-03,28.4,36.6,32.5,35.8,4.7,Summer
2023-05-04,29.2,39.2,34.2,40.1,0.0,Summer
2023-05-05,30.4,37.0,33.7,43.8,0.0,Summer
2023-05-06,29.6,38.6,34.1,41.2,0.0,Summer
2023-05-07,27.2,43.9,35.6,49.3,0.0,Summer
2023-05-08,25.1,35.9,30.5,31.7,0.0,Summer
2023-05-09,25.7,44.8,35.2,34.5,0.0,Summer
2023-05-10,27.2,44.3,35.8,34.5,0.0,Summer
2023-05-11,29.7,38.9,34.3,47.3,0.0,Summer
2023-05-12,31.9,36.9,34.4,35.6,0.0,Summer
2023-05-13,27.8,35.9,31.8,31.4,0.0,Summer
2023-05-14,25.5,40.5,33.0,36.7,0.0,Summer
2023-05-15,29.4,40.0,34.7,43.5,0.0,Summer
2023-05-16,30.9,38.1,34.5,47.5,4.1,Summer
2023-05-17,25.7,41.2,33.5,40.3,0.0,Summer
2023-05-18,30.2,42.2,36.2,48.4,0.0,Summer
2023-05-19,27.1,43.4,35.2,34.8,0.0,Summer
2023-05-20,31.1,39.1,35.1,33.2,0.0,Summer
2023-05-21,30.2,39.6,34.9,30.7,0.0,Summer
2023-05-22,26.5,38.4,32.4,43.2,0.0,Summer
2023-05-23,25.6,40.8,33.2,42.4,0.0,Summer
2023-05-24,26.6,41.3,33.9,32.2,0.0,Summer
2023-05-25,25.2,41.5,33.4,44.0,0.0,Summer
2023-05-26,26.9,43.6,35.2,46.5,0.0,Summer
2023-05-27,29.6,43.5,36.6,36.4,0.0,Summer
2023-05-28,30.8,42.2,36.5,34.4,0.0,Summer
2023-05-29,30.4,35.0,32.7,33.0,0.0,Summer
2023-05-30,25.0,35.1,30.1,36.6,0.0,Summer
2023-05-31,28.8,36.9,32.9,43.8,0.0,Summer
2023-06-01,28.0,34.7,31.3,72.6,28.0,Monsoon
2023-06-02,24.5,32.4,28.5,86.8,0.0,Monsoon
2023-06-03,22.9,29.5,26.2,93.8,3.8,Monsoon
2023-06-04,25.8,34.6,30.2,81.3,68.7,Monsoon
2023-06-05,27.6,30.1,28.8,74.5,0.0,Monsoon
2023-06-06,22.5,32.9,27.7,86.8,63.0,Monsoon
2023-06-07,27.9,30.8,29.4,72.0,91.6,Monsoon
2023-06-08,23.3,30.3,26.8,71.6,102.9,Monsoon
2023-06-09,23.6,31.7,27.6,92.0,0.0,Monsoon
2023-06-10,22.1,30.5,26.3,94.9,0.0,Monsoon
2023-06-11,25.7,32.8,29.3,88.6,0.0,Monsoon
2023-06-12,22.4,30.3,26.3,76.9,31.0,Monsoon
2023-06-13,25.9,33.3,29.6,90.5,105.3,Monsoon
2023-06-14,25.2,30.6,27.9,71.5,56.1,Monsoon
2023-06-15,27.2,31.6,29.4,89.3,44.3,Monsoon
2023-06-16,26.1,33.0,29.6,89.1,0.0,Monsoon
2023-06-17,23.1,34.5,28.8,71.3,54.3,Monsoon
2023-06-18,26.1,33.8,30.0,94.5,0.0,Monsoon
2023-06-19,24.3,33.9,29.1,76.4,136.1,Monsoon
2023-06-20,27.9,33.6,30.8,77.1,74.4,Monsoon
2023-06-21,26.9,29.5,28.2,86.5,0.0,Monsoon
2023-06-22,25.4,33.9,29.7,74.2,109.2,Monsoon
2023-06-23,26.4,33.5,29.9,77.5,115.1,Monsoon
2023-06-24,27.6,33.0,30.3,94.9,0.0,Monsoon
2023-06-25,26.7,30.5,28.6,92.7,0.0,Monsoon
2023-06-26,24.4,29.3,26.8,74.7,0.0,Monsoon
2023-06-27,23.8,34.4,29.1,82.2,134.3,Monsoon
2023-06-28,26.1,29.5,27.8,87.3,0.0,Monsoon
2023-06-29,26.2,31.0,28.6,89.9,100.5,Monsoon
2023-06-30,27.7,32.7,30.2,82.1,72.7,Monsoon
2023-07-01,26.4,28.8,27.6,91.9,7.7,Monsoon
2023-07-02,25.4,29.6,27.5,84.3,109.7,Monsoon
2023-07-03,26.7,32.8,29.8,82.3,82.1,Monsoon
2023-07-04,23.3,29.9,26.6,81.5,147.3,Monsoon
2023-07-05,26.0,31.8,28.9,83.4,0.0,Monsoon
2023-07-06,25.7,33.1,29.4,84.2,3.9,Monsoon
2023-07-07,23.8,32.4,28.1,90.0,0.0,Monsoon
2023-07-08,27.9,34.7,31.3,76.9,0.0,Monsoon
2023-07-09,25.7,30.4,28.0,84.2,58.9,Monsoon
2023-07-10,22.6,32.3,27.5,74.8,0.0,Monsoon
2023-07-11,26.0,31.8,28.9,78.1,0.8,Monsoon
2023-07-12,26.4,32.8,29.6,93.8,87.6,Monsoon
2023-07-13,26.4,30.7,28.5,83.3,25.2,Monsoon
2023-07-14,27.8,33.4,30.6,92.4,0.0,Monsoon
2023-07-15,26.0,34.5,30.3,72.4,0.0,Monsoon
2023-07-16,23.8,30.5,27.2,83.2,0.0,Monsoon
2023-07-17,23.8,28.6,26.2,74.8,134.8,Monsoon
2023-07-18,23.7,34.0,28.8,75.0,12.3,Monsoon
2023-07-19,25.6,30.4,28.0,86.4,0.0,Monsoon
2023-07-20,25.1,28.7,26.9,74.0,91.0,Monsoon
2023-07-21,24.0,32.7,28.4,89.8,105.8,Monsoon
2023-07-22,25.0,30.2,27.6,85.0,80.5,Monsoon
2023-07-23,25.7,29.6,27.6,77.0,0.0,Monsoon
2023-07-24,24.0,30.1,27.0,83.5,149.6,Monsoon
2023-07-25,27.1,28.6,27.8,87.8,131.0,Monsoon
2023-07-26,22.0,30.4,26.2,90.1,84.6,Monsoon
2023-07-27,26.2,28.2,27.2,71.9,121.9,Monsoon
2023-07-28,22.4,30.7,26.5,78.6,0.9,Monsoon
2023-07-29,26.1,28.4,27.3,76.8,145.9,Monsoon
2023-07-30,24.8,33.6,29.2,94.0,98.8,Monsoon
2023-07-31,26.1,28.6,27.4,72.1,0.0,Monsoon
2023-08-01,26.7,31.5,29.1,92.7,91.8,Monsoon
2023-08-02,27.9,33.4,30.7,91.3,0.0,Monsoon
2023-08-03,27.1,29.5,28.3,80.6,17.5,Monsoon
2023-08-04,27.0,28.5,27.7,89.6,0.0,Monsoon
2023-08-05,24.8,29.1,27.0,85.6,105.0,Monsoon
2023-08-06,24.4,30.8,27.6,71.4,84.6,Monsoon
2023-08-07,23.0,33.1,28.0,79.7,126.3,Monsoon
2023-08-08,25.0,32.1,28.5,94.1,0.0,Monsoon
2023-08-09,24.1,35.0,29.6,75.0,0.0,Monsoon
2023-08-10,27.8,33.3,30.5,91.2,141.6,Monsoon
2023-08-11,24.3,30.6,27.4,93.4,33.5,Monsoon
2023-08-12,26.5,30.2,28.4,89.0,0.0,Monsoon
2023-08-13,22.7,34.9,28.8,77.0,109.5,Monsoon
2023-08-14,23.6,32.5,28.1,83.4,68.7,Monsoon
2023-08-15,26.1,28.6,27.3,82.6,121.2,Monsoon
2023-08-16,26.6,30.7,28.7,83.4,76.1,Monsoon
2023-08-17,22.3,34.3,28.3,94.2,7.9,Monsoon
2023-08-18,26.4,33.6,30.0,70.9,0.0,Monsoon
2023-08-19,27.0,30.4,28.7,86.1,125.6,Monsoon
2023-08-20,27.5,32.0,29.7,76.1,105.0,Monsoon
2023-08-21,27.8,32.9,30.3,72.7,0.0,Monsoon
2023-08-22,24.9,33.6,29.3,87.6,0.0,Monsoon
2023-08-23,24.5,30.3,27.4,84.9,36.5,Monsoon
2023-08-24,23.4,30.6,27.0,81.6,143.6,Monsoon
2023-08-25,23.1,28.1,25.6,87.4,85.9,Monsoon
2023-08-26,27.4,30.3,28.8,84.0,56.9,Monsoon
2023-08-27,28.0,34.7,31.3,76.1,141.3,Monsoon
2023-08-28,26.4,33.9,30.1,79.7,47.6,Monsoon
2023-08-29,25.4,31.2,28.3,84.7,0.0,Monsoon
2023-08-30,22.4,30.3,26.3,82.5,0.0,Monsoon
2023-08-31,26.9,32.6,29.8,76.9,0.0,Monsoon
2023-09-01,25.8,31.7,28.8,85.1,129.1,Monsoon
2023-09-02,26.7,34.8,30.7,78.8,0.0,Monsoon
2023-09-03,26.5,29.6,28.1,81.9,0.0,Monsoon
2023-09-04,24.6,29.2,26.9,75.6,0.0,Monsoon
2023-09-05,27.6,33.1,30.4,84.3,138.0,Monsoon
2023-09-06,25.7,29.0,27.3,73.8,0.0,Monsoon
2023-09-07,23.2,29.3,26.2,89.7,44.7,Monsoon
2023-09-08,26.3,32.4,29.3,83.9,12.2,Monsoon
2023-09-09,27.5,34.0,30.8,86.5,75.3,Monsoon
2023-09-10,24.4,31.9,28.1,70.5,53.6,Monsoon
2023-09-11,26.3,34.7,30.5,76.9,16.0,Monsoon
2023-09-12,26.6,28.7,27.6,88.2,0.0,Monsoon
2023-09-13,25.9,28.9,27.4,80.4,116.1,Monsoon
2023-09-14,27.6,30.5,29.1,94.7,85.6,Monsoon
2023-09-15,27.0,33.2,30.1,78.4,139.2,Monsoon
2023-09-16,25.0,29.8,27.4,70.3,119.0,Monsoon
2023-09-17,24.5,32.6,28.5,94.4,36.5,Monsoon
2023-09-18,24.6,32.7,28.7,71.5,0.0,Monsoon
2023-09-19,24.7,31.6,28.2,90.9,47.3,Monsoon
2023-09-20,24.1,34.6,29.3,75.4,90.7,Monsoon
2023-09-21,26.6,33.3,30.0,87.6,53.1,Monsoon
2023-09-22,23.2,34.5,28.8,87.8,28.2,Monsoon
2023-09-23,25.5,30.2,27.9,86.7,86.0,Monsoon
2023-09-24,27.6,32.0,29.8,83.8,2.4,Monsoon
2023-09-25,22.2,33.1,27.7,85.1,39.9,Monsoon
2023-09-26,23.9,28.1,26.0,82.7,0.0,Monsoon
2023-09-27,24.6,31.0,27.8,78.6,59.9,Monsoon
2023-09-28,27.0,34.8,30.9,75.4,80.9,Monsoon
2023-09-29,27.2,34.5,30.8,72.7,0.0,Monsoon
2023-09-30,25.1,30.1,27.6,77.3,23.2,Monsoon
2023-10-01,20.5,29.0,24.7,58.9,0.0,Spring
2023-10-02,23.0,28.2,25.6,72.9,12.6,Spring
2023-10-03,18.2,34.0,26.1,62.5,0.0,Spring
2023-10-04,21.3,30.2,25.7,56.9,0.0,Spring
2023-10-05,23.6,29.9,26.8,69.1,0.0,Spring
2023-10-06,21.9,33.0,27.5,58.4,0.0,Spring
2023-10-07,19.5,29.6,24.5,62.7,0.0,Spring
2023-10-08,21.4,31.4,26.4,55.7,0.0,Spring
2023-10-09,19.1,29.9,24.5,74.7,9.0,Spring
2023-10-10,21.4,34.5,27.9,69.2,0.0,Spring
2023-10-11,18.5,32.0,25.3,59.3,0.0,Spring
2023-10-12,18.5,32.1,25.3,57.8,0.0,Spring
2023-10-13,21.8,28.1,24.9,69.3,0.0,Spring
2023-10-14,22.3,30.3,26.3,64.6,5.0,Spring
2023-10-15,21.1,31.5,26.3,73.9,0.0,Spring
2023-10-16,22.1,32.0,27.1,61.4,0.0,Spring
2023-10-17,22.0,29.8,25.9,64.1,0.0,Spring
2023-10-18,23.1,28.8,25.9,73.8,11.9,Spring
2023-10-19,18.4,33.2,25.8,64.3,16.2,Spring
2023-10-20,22.5,29.1,25.8,71.3,0.0,Spring
2023-10-21,21.8,28.1,25.0,64.5,0.0,Spring
2023-10-22,22.8,30.6,26.7,60.6,0.0,Spring
2023-10-23,24.6,33.9,29.3,67.9,0.0,Spring
2023-10-24,19.5,30.7,25.1,66.1,0.0,Spring
2023-10-25,22.8,28.3,25.6,62.5,0.0,Spring
2023-10-26,19.6,29.3,24.4,62.5,0.0,Spring
2023-10-27,22.1,31.5,26.8,64.1,2.8,Spring
2023-10-28,19.5,34.4,27.0,74.4,0.0,Spring
2023-10-29,24.9,32.6,28.8,56.9,0.0,Spring
2023-10-30,23.3,29.8,26.6,73.4,9.1,Spring
2023-10-31,18.8,32.8,25.8,64.8,0.0,Spring
2023-11-01,22.6,34.9,28.8,59.2,4.4,Spring
2023-11-02,21.7,34.3,28.0,62.0,0.0,Spring
2023-11-03,18.4,28.5,23.4,74.5,0.0,Spring
2023-11-04,19.8,31.8,25.8,68.5,0.0,Spring
2023-11-05,22.5,33.3,27.9,61.8,0.0,Spring
2023-11-06,19.4,28.7,24.0,59.8,0.0,Spring
2023-11-07,20.1,33.6,26.8,74.9,0.0,Spring
2023-11-08,23.6,28.4,26.0,65.5,0.0,Spring
2023-11-09,18.6,34.3,26.4,55.5,0.0,Spring
2023-11-10,21.8,31.8,26.8,68.8,4.5,Spring
2023-11-11,20.0,31.2,25.6,65.6,0.0,Spring
2023-11-12,22.9,32.5,27.7,69.0,0.0,Spring
2023-11-13,19.2,31.0,25.1,63.5,0.0,Spring
2023-11-14,19.6,28.2,23.9,66.1,17.5,Spring
2023-11-15,21.8,32.0,26.9,58.1,0.0,Spring
2023-11-16,20.8,34.2,27.5,64.1,0.0,Spring
2023-11-17,23.3,29.7,26.5,68.9,0.0,Spring
2023-11-18,21.7,29.8,25.7,60.4,0.0,Spring
2023-11-19,20.9,33.2,27.1,59.9,0.0,Spring
2023-11-20,19.5,31.6,25.5,67.3,11.1,Spring
2023-11-21,24.6,33.3,28.9,68.4,0.0,Spring
2023-11-22,23.1,33.8,28.5,58.7,0.0,Spring
2023-11-23,18.8,30.1,24.5,61.2,2.6,Spring
2023-11-24,24.4,33.4,28.9,68.3,0.0,Spring
2023-11-25,19.7,34.1,26.9,67.1,0.0,Spring
2023-11-26,21.9,29.0,25.4,64.1,0.0,Spring
2023-11-27,21.8,34.4,28.1,73.5,9.4,Spring
2023-11-28,24.2,30.1,27.1,72.9,0.0,Spring
2023-11-29,19.2,29.0,24.1,57.7,0.0,Spring
2023-11-30,18.7,34.1,26.4,58.3,0.0,Spring
2023-12-01,13.5,26.8,20.2,63.5,0.0,Winter
2023-12-02,11.3,26.2,18.7,53.3,1.8,Winter
2023-12-03,15.0,29.5,22.2,62.9,0.0,Winter
2023-12-04,16.9,29.6,23.3,61.1,0.0,Winter
2023-12-05,17.5,23.8,20.6,54.6,0.0,Winter
2023-12-06,17.9,28.1,23.0,64.5,0.0,Winter
2023-12-07,13.0,28.0,20.5,69.4,0.0,Winter
2023-12-08,14.0,25.6,19.8,58.4,0.0,Winter
2023-12-09,16.8,24.6,20.7,54.7,0.0,Winter
2023-12-10,10.2,25.6,17.9,68.0,0.0,Winter
2023-12-11,16.2,28.6,22.4,53.1,0.0,Winter
2023-12-12,11.4,23.4,17.4,54.2,0.0,Winter
2023-12-13,12.0,24.6,18.3,56.4,0.0,Winter
2023-12-14,11.4,27.5,19.4,66.7,2.6,Winter
2023-12-15,12.2,25.0,18.6,53.0,0.3,Winter
2023-12-16,12.3,28.3,20.3,53.5,0.0,Winter
2023-12-17,13.7,22.3,18.0,54.4,3.0,Winter
2023-12-18,13.5,28.2,20.8,58.2,0.2,Winter
2023-12-19,13.7,25.8,19.8,67.1,0.0,Winter
2023-12-20,13.7,24.9,19.3,60.8,0.0,Winter
2023-12-21,17.2,29.9,23.6,69.6,0.0,Winter
2023-12-22,15.9,25.7,20.8,62.4,0.0,Winter
2023-12-23,10.7,24.9,17.8,58.2,4.0,Winter
2023-12-24,16.0,24.1,20.1,62.7,0.0,Winter
2023-12-25,10.2,27.4,18.8,64.4,0.0,Winter
2023-12-26,10.8,29.0,19.9,56.2,0.0,Winter
2023-12-27,14.1,24.2,19.1,55.3,0.0,Winter
2023-12-28,14.2,29.0,21.6,67.8,0.0,Winter
2023-12-29,18.0,28.0,23.0,61.7,0.0,Winter
2023-12-30,13.4,24.4,18.9,62.8,0.0,Winter
2023-12-31,10.5,26.4,18.4,59.8,0.0,Winter
2024-01-01,13.7,25.9,19.8,61.9,0.0,Winter
2024-01-02,17.3,28.1,22.7,52.7,0.0,Winter
2024-01-03,12.9,28.0,20.5,59.6,3.7,Winter
2024-01-04,17.1,29.1,23.1,66.6,0.0,Winter
2024-01-05,15.2,23.5,19.4,68.2,0.0,Winter
2024-01-06,11.5,22.5,17.0,53.6,0.0,Winter
2024-01-07,13.7,27.6,20.7,56.7,0.0,Winter
2024-01-08,17.5,23.2,20.4,52.1,0.0,Winter
2024-01-09,16.2,23.1,19.7,54.8,0.0,Winter
2024-01-10,15.8,26.7,21.3,68.5,0.0,Winter
2024-01-11,15.5,23.8,19.7,55.4,0.0,Winter
2024-01-12,15.3,24.5,19.9,55.2,0.0,Winter
2024-01-13,16.0,26.9,21.5,67.9,0.0,Winter
2024-01-14,11.9,28.7,20.3,66.5,0.0,Winter
2024-01-15,11.5,28.6,20.1,61.6,2.7,Winter
2024-01-16,14.2,23.6,18.9,61.6,0.0,Winter
2024-01-17,15.9,26.5,21.2,66.9,0.0,Winter
2024-01-18,15.3,28.3,21.8,58.1,0.0,Winter
2024-01-19,17.1,22.9,20.0,55.5,0.0,Winter
2024-01-20,15.8,28.5,22.1,54.2,0.1,Winter
2024-01-21,12.3,29.0,20.6,55.8,0.0,Winter
2024-01-22,17.4,24.2,20.8,58.0,0.0,Winter
2024-01-23,17.9,24.1,21.0,61.2,0.0,Winter
2024-01-24,14.8,22.5,18.7,50.8,0.0,Winter
2024-01-25,14.1,22.7,18.4,60.2,0.0,Winter
2024-01-26,15.9,28.5,22.2,51.1,0.0,Winter
2024-01-27,13.8,24.7,19.3,66.4,0.0,Winter
2024-01-28,10.8,24.4,17.6,62.0,0.0,Winter
2024-01-29,17.1,25.4,21.2,62.6,0.0,Winter
2024-01-30,13.5,24.2,18.8,59.4,1.8,Winter
2024-01-31,13.6,29.3,21.5,54.0,0.0,Winter
2024-02-01,12.9,25.7,19.3,64.8,0.0,Winter
2024-02-02,17.2,23.4,20.3,56.0,0.0,Winter
2024-02-03,10.1,24.8,17.5,55.5,0.0,Winter
2024-02-04,15.9,26.6,21.3,52.1,0.0,Winter
2024-02-05,10.3,22.5,16.4,58.6,0.0,Winter
2024-02-06,12.3,25.5,18.9,55.6,0.0,Winter
2024-02-07,17.8,27.2,22.5,56.9,0.0,Winter
2024-02-08,15.0,29.3,22.2,69.8,0.0,Winter
2024-02-09,17.0,25.2,21.1,54.6,0.0,Winter
2024-02-10,17.1,24.6,20.9,61.7,0.0,Winter
2024-02-11,11.8,26.2,19.0,66.3,0.6,Winter
2024-02-12,17.5,28.3,22.9,56.9,0.0,Winter
2024-02-13,17.9,24.4,21.2,63.8,0.0,Winter
2024-02-14,14.6,22.4,18.5,56.8,0.0,Winter
2024-02-15,13.8,26.9,20.3,65.1,0.0,Winter
2024-02-16,17.8,25.3,21.5,65.7,0.0,Winter
2024-02-17,12.2,23.7,18.0,62.3,0.0,Winter
2024-02-18,15.3,23.4,19.3,52.5,0.0,Winter
2024-02-19,12.2,25.5,18.9,62.1,2.0,Winter
2024-02-20,14.7,28.0,21.3,66.1,0.0,Winter
2024-02-21,10.3,25.7,18.0,54.5,0.0,Winter
2024-02-22,14.2,24.5,19.3,56.5,0.0,Winter
2024-02-23,15.1,27.1,21.1,66.1,0.0,Winter
2024-02-24,10.1,25.3,17.7,54.9,4.5,Winter
2024-02-25,14.1,28.3,21.2,55.9,0.0,Winter
2024-02-26,12.5,28.1,20.3,60.1,0.0,Winter
2024-02-27,12.4,22.1,17.2,54.4,4.4,Winter
2024-02-28,12.7,26.7,19.7,52.1,0.0,Winter
2024-02-29,11.5,22.8,17.1,65.8,0.0,Winter
2024-03-01,25.3,39.5,32.4,40.4,0.0,Summer
2024-03-02,28.6,36.3,32.5,41.4,0.0,Summer
2024-03-03,25.1,40.6,32.9,41.2,0.0,Summer
2024-03-04,26.5,37.6,32.0,32.0,0.0,Summer
2024-03-05,31.2,44.1,37.7,30.6,0.0,Summer
2024-03-06,31.7,35.3,33.5,49.4,0.0,Summer
2024-03-07,26.7,37.7,32.2,32.4,0.0,Summer
2024-03-08,25.6,35.1,30.4,49.9,0.0,Summer
2024-03-09,30.9,40.5,35.7,30.8,0.0,Summer
2024-03-10,30.7,39.1,34.9,45.0,0.4,Summer
2024-03-11,27.6,44.1,35.8,30.2,0.0,Summer
2024-03-12,28.0,38.7,33.4,38.2,0.0,Summer
2024-03-13,25.4,36.0,30.7,46.9,3.8,Summer
2024-03-14,31.7,35.7,33.7,37.7,0.0,Summer
2024-03-15,30.5,41.2,35.8,38.9,0.0,Summer
2024-03-16,30.5,43.0,36.7,44.4,0.0,Summer
2024-03-17,26.2,45.0,35.6,35.0,0.0,Summer
2024-03-18,28.0,41.9,34.9,38.0,0.0,Summer
2024-03-19,26.5,38.9,32.7,35.2,0.0,Summer
2024-03-20,26.0,41.3,33.6,40.1,0.0,Summer
2024-03-21,25.3,36.3,30.8,48.1,8.7,Summer
2024-03-22,26.9,41.1,34.0,48.4,0.0,Summer
2024-03-23,26.3,35.6,31.0,33.5,0.0,Summer
2024-03-24,27.9,36.3,32.1,45.0,0.0,Summer
2024-03-25,28.9,35.0,32.0,34.6,0.0,Summer
2024-03-26,26.5,40.8,33.7,39.2,6.4,Summer
2024-03-27,31.0,44.5,37.8,48.3,0.0,Summer
2024-03-28,29.1,44.8,36.9,43.8,0.0,Summer
2024-03-29,31.3,44.2,37.8,32.6,0.0,Summer
2024-03-30,29.0,39.3,34.1,39.8,0.0,Summer
2024-03-31,28.2,36.1,32.2,49.6,0.0,Summer
2024-04-01,27.6,43.4,35.5,40.1,0.0,Summer
2024-04-02,30.7,42.7,36.7,48.8,0.0,Summer
2024-04-03,26.6,42.4,34.5,33.8,0.0,Summer
2024-04-04,30.0,37.3,33.6,41.2,0.0,Summer
2024-04-05,25.3,37.9,31.6,33.6,2.6,Summer
2024-04-06,29.4,36.6,33.0,32.3,0.0,Summer
2024-04-07,32.0,39.9,35.9,47.4,0.0,Summer
2024-04-08,27.7,36.6,32.2,42.4,0.0,Summer
2024-04-09,31.2,38.6,34.9,48.3,0.0,Summer
2024-04-10,28.3,36.8,32.5,40.9,0.0,Summer
2024-04-11,26.9,42.0,34.4,40.5,0.0,Summer
2024-04-12,29.0,37.1,33.0,45.4,0.0,Summer
2024-04-13,29.6,41.8,35.7,31.1,0.0,Summer
2024-04-14,30.4,39.6,35.0,46.2,0.0,Summer
2024-04-15,30.0,35.8,32.9,38.0,0.0,Summer
2024-04-16,32.0,41.1,36.5,34.8,0.0,Summer
2024-04-17,31.9,41.2,36.6,41.7,0.0,Summer
2024-04-18,25.9,42.7,34.3,34.2,0.0,Summer
2024-04-19,28.4,37.5,33.0,36.9,0.0,Summer
2024-04-20,29.6,41.1,35.4,35.3,0.0,Summer
2024-04-21,31.5,36.7,34.1,45.3,0.0,Summer
2024-04-22,28.9,39.0,33.9,46.8,0.0,Summer
2024-04-23,30.2,37.0,33.6,49.3,0.0,Summer
2024-04-24,27.9,41.6,34.7,45.9,0.0,Summer
2024-04-25,26.7,36.6,31.7,40.7,0.0,Summer
2024-04-26,25.9,36.7,31.3,38.3,0.0,Summer
2024-04-27,28.2,38.2,33.2,36.8,1.1,Summer
2024-04-28,28.4,42.6,35.5,35.6,9.0,Summer
2024-04-29,30.9,42.1,36.5,44.7,0.0,Summer
2024-04-30,31.1,35.0,33.1,34.2,0.0,Summer
2024-05-01,30.5,41.3,35.9,44.9,0.0,Summer
2024-05-02,26.1,38.5,32.3,48.1,0.0,Summer
2024-05-03,31.4,37.8,34.6,42.5,0.0,Summer
2024-05-04,29.1,41.4,35.2,43.9,0.0,Summer
2024-05-05,27.4,35.5,31.5,39.8,0.0,Summer
2024-05-06,31.0,42.7,36.9,45.8,0.0,Summer
2024-05-07,30.1,35.5,32.8,33.5,0.0,Summer
2024-05-08,31.6,35.1,33.3,34.6,0.0,Summer
2024-05-09,31.5,42.0,36.7,46.0,0.0,Summer
2024-05-10,30.9,42.4,36.6,49.6,0.0,Summer
2024-05-11,27.0,44.0,35.5,30.8,0.0,Summer
2024-05-12,30.8,42.5,36.7,33.2,9.5,Summer
2024-05-13,25.9,44.9,35.4,39.7,0.0,Summer
2024-05-14,27.7,39.2,33.4,47.7,0.0,Summer
2024-05-15,30.2,37.8,34.0,40.0,0.0,Summer
2024-05-16,30.5,40.9,35.7,40.3,0.0,Summer
2024-05-17,26.6,35.2,30.9,48.2,0.0,Summer
2024-05-18,29.6,39.5,34.6,31.8,0.0,Summer
2024-05-19,28.4,35.7,32.1,40.3,0.0,Summer
2024-05-20,25.4,41.4,33.4,47.8,0.0,Summer
2024-05-21,27.0,41.1,34.0,49.5,0.0,Summer
2024-05-22,31.7,36.0,33.9,33.5,0.0,Summer
2024-05-23,31.2,41.7,36.5,48.3,0.0,Summer
2024-05-24,26.5,37.1,31.8,30.0,0.0,Summer
2024-05-25,28.6,41.3,35.0,39.9,0.0,Summer
2024-05-26,30.3,40.5,35.4,37.6,0.0,Summer
2024-05-27,31.8,36.9,34.3,31.0,0.0,Summer
2024-05-28,31.8,44.6,38.2,39.1,0.0,Summer
2024-05-29,27.8,43.4,35.6,46.7,0.0,Summer
2024-05-30,28.6,39.6,34.1,45.7,0.0,Summer
2024-05-31,26.8,39.5,33.1,31.2,6.0,Summer
2024-06-01,23.5,28.5,26.0,74.1,30.2,Monsoon
