Date,Medicine_ID,Medicine_Name,Category,Quantity_Sold,Price,Total_Amount,Day_of_Week,Is_Weekend,Month,Season,Year,Week_of_Year
2022-09-02,8766,Respicure-M Tablet,Antipyretic,43,351.76,15125.68,Friday,False,9,Monsoon,2022,35
2022-09-02,5172,Montek BL Tablet,Antihistamine,47,423.46,19902.62,Friday,False,9,Monsoon,2022,35
2022-09-02,1186,Benalgis Tablet,Supplement,22,258.53,5687.66,Friday,False,9,Monsoon,2022,35
2022-09-02,9444,Steri Mouth Wash,Anti-inflammatory,13,109.56,1424.28,Friday,False,9,Monsoon,2022,35
2022-09-02,11716,Zivifresh Gel,Ophthalmic,26,21.81,567.06,Friday,False,9,Monsoon,2022,35
2022-09-02,6143,Nuforce-Gm Cream,Antibiotic,41,108.06,4430.46,Friday,False,9,Monsoon,2022,35
2022-09-02,1246,Bilagra Tablet,Antihistamine,41,38.54,1580.14,Friday,False,9,Monsoon,2022,35
2022-09-02,439,Amitax 500mg Injection,Antibiotic,35,137.09,4798.15,Friday,False,9,Monsoon,2022,35
2022-09-02,11691,Zynesp 40 Injection,Other,8,338.07,2704.56,Friday,False,9,Monsoon,2022,35
2022-09-02,3436,Hyla Fusion Eye Drop,Ophthalmic,12,183.14,2197.68,Friday,False,9,Monsoon,2022,35
2022-09-02,1712,Dicovis-GM Tablet,Anti-inflammatory,25,288.69,7217.25,Friday,False,9,Monsoon,2022,35
2022-09-02,7293,Osiris Tablet,Anti-inflammatory,25,55.36,1384.0,Friday,False,9,Monsoon,2022,35
2022-09-02,8600,Rhinase Nasal Drops,Respiratory,36,90.58,3260.88,Friday,False,9,Monsoon,2022,35
2022-09-02,873,Alphadol 0.5mcg Soft Gelatin Capsule,Supplement,20,65.75,1315.0,Friday,False,9,Monsoon,2022,35
2022-09-02,8100,Protol 25 TL Tablet PR,Cardiovascular,27,224.38,6058.26,Friday,False,9,Monsoon,2022,35
2022-09-02,3191,Gutwin 400 Tablet,Gastrointestinal,37,303.74,11238.38,Friday,False,9,Monsoon,2022,35
2022-09-02,8570,Respidon 2 Tablet,Other,2,128.62,257.24,Friday,False,9,Monsoon,2022,35
2022-09-02,780,Aristogyl-F Oral Suspension,Gastrointestinal,8,419.1,3352.8,Friday,False,9,Monsoon,2022,35
2022-09-02,7397,Pantakind Tablet,Respiratory,22,79.31,1744.82,Friday,False,9,Monsoon,2022,35
2022-09-02,1271,Byloza Tablet,Antihistamine,15,195.6,2934.0,Friday,False,9,Monsoon,2022,35
2022-09-02,9828,Tadact 20 Tablet,Cardiovascular,12,408.84,4906.08,Friday,False,9,Monsoon,2022,35
2022-09-02,3337,GM SR1 Forte Tablet,Antidiabetic,12,100.95,1211.4,Friday,False,9,Monsoon,2022,35
2022-09-02,7686,Phexin BD 750mg Tablet,Antibiotic,19,399.13,7583.47,Friday,False,9,Monsoon,2022,35
2022-09-02,7515,Prucros Tablet,Antihistamine,22,411.63,9055.86,Friday,False,9,Monsoon,2022,35
2022-09-02,2043,Etody 60 Tablet,Analgesic,8,291.63,2333.04,Friday,False,9,Monsoon,2022,35
2022-09-02,3223,Glynamic M 2mg/500mg Tablet,Antidiabetic,16,366.33,5861.28,Friday,False,9,Monsoon,2022,35
2022-09-02,4519,Loteflam Eye Drop,Ophthalmic,33,364.56,12030.48,Friday,False,9,Monsoon,2022,35
2022-09-02,6131,Neurobion RF Forte Injection,Supplement,4,337.67,1350.68,Friday,False,9,Monsoon,2022,35
2022-09-02,663,Aquaray Plus  Eye Drop,Ophthalmic,31,453.22,14049.82,Friday,False,9,Monsoon,2022,35
2022-09-02,5785,Methypreg Tablet,Analgesic,26,491.59,12781.34,Friday,False,9,Monsoon,2022,35
2022-09-02,9561,Salizer Lotion,Dermatological,36,482.88,17383.68,Friday,False,9,Monsoon,2022,35
2022-09-02,4290,L Montus Tablet,Antipyretic,20,201.81,4036.2,Friday,False,9,Monsoon,2022,35
2022-09-03,11783,Zoryl-MF 2 Tablet PR,Antidiabetic,17,254.46,4325.82,Saturday,True,9,Monsoon,2022,35
2022-09-03,7464,Pacimol 650 Tablet,Analgesic,15,446.83,6702.45,Saturday,True,9,Monsoon,2022,35
2022-09-03,772,Apxenta 30mg Tablet,Dermatological,20,126.71,2534.2,Saturday,True,9,Monsoon,2022,35
2022-09-03,9667,Tolperitas-D Tablet,Analgesic,16,400.27,6404.32,Saturday,True,9,Monsoon,2022,35
2022-09-03,6703,Nitrofix 20 Tablet,Analgesic,11,237.03,2607.33,Saturday,True,9,Monsoon,2022,35
2022-09-03,9775,Tears Naturale Forte Ophthalmic Solution,Ophthalmic,8,143.73,1149.84,Saturday,True,9,Monsoon,2022,35
2022-09-03,6019,Muscobon Tablet,Supplement,6,400.88,2405.28,Saturday,True,9,Monsoon,2022,35
2022-09-03,9446,Sternon-S Ointment,Dermatological,10,472.38,4723.8,Saturday,True,9,Monsoon,2022,35
2022-09-03,9444,Steri Mouth Wash,Anti-inflammatory,13,109.56,1424.28,Saturday,True,9,Monsoon,2022,35
2022-09-03,3907,Itracat 200 Capsule,Antibiotic,36,474.45,17080.2,Saturday,True,9,Monsoon,2022,35
2022-09-03,9831,Tsart 40 Tablet,Cardiovascular,12,435.17,5222.04,Saturday,True,9,Monsoon,2022,35
2022-09-03,8600,Rhinase Nasal Drops,Respiratory,22,90.58,1992.76,Saturday,True,9,Monsoon,2022,35
2022-09-03,9117,Semi-Amaryl Tablet,Antidiabetic,9,303.93,2735.37,Saturday,True,9,Monsoon,2022,35
2022-09-03,7374,Pantop-D Capsule,Respiratory,15,288.06,4320.9,Saturday,True,9,Monsoon,2022,35
2022-09-03,814,Aminogen Eye Drop,Antibiotic,4,281.14,1124.56,Saturday,True,9,Monsoon,2022,35
2022-09-03,120,A-Ret 0.1% Gel,Other,23,115.84,2664.32,Saturday,True,9,Monsoon,2022,35
2022-09-03,5339,Monocef 500mg Injection,Antibiotic,32,218.5,6992.0,Saturday,True,9,Monsoon,2022,35
2022-09-03,1593,D3-Zen 60K Soft Gelatin Capsule,Supplement,14,121.05,1694.7,Saturday,True,9,Monsoon,2022,35
2022-09-03,4887,Lurafic 40 Tablet,Other,9,455.79,4102.11,Saturday,True,9,Monsoon,2022,35
2022-09-03,1223,Beipos Eye Drop,Antihistamine,19,301.58,5730.02,Saturday,True,9,Monsoon,2022,35
2022-09-03,5116,Meganeuron OD Plus Capsule,Supplement,8,114.37,914.96,Saturday,True,9,Monsoon,2022,35
2022-09-03,3922,Irimist V Eye Drop,Ophthalmic,8,320.11,2560.88,Saturday,True,9,Monsoon,2022,35
2022-09-03,4670,Lotesurge Ophthalmic Suspension,Ophthalmic,8,44.01,352.08,Saturday,True,9,Monsoon,2022,35
2022-09-03,11444,Zedott 100mg Capsule,Gastrointestinal,15,263.4,3951.0,Saturday,True,9,Monsoon,2022,35
2022-09-03,2272,Ecorab D Capsule SR,Respiratory,17,397.99,6765.83,Saturday,True,9,Monsoon,2022,35
2022-09-03,2306,Excex Gel,Other,18,33.86,609.48,Saturday,True,9,Monsoon,2022,35
2022-09-03,954,Alnacet M 5mg/10mg Tablet,Antipyretic,12,234.26,2811.12,Saturday,True,9,Monsoon,2022,35
2022-09-03,11722,Zukamin Cold Oral Drops,Respiratory,31,238.89,7405.59,Saturday,True,9,Monsoon,2022,35
2022-09-03,44,Aquasol A Capsule,Supplement,19,218.15,4144.85,Saturday,True,9,Monsoon,2022,35
2022-09-03,237,Aquim PF Eye Drop,Ophthalmic,4,347.9,1391.6,Saturday,True,9,Monsoon,2022,35
2022-09-03,9161,SR Pevesca Plus 75 Tablet,Analgesic,14,70.97,993.58,Saturday,True,9,Monsoon,2022,35
2022-09-03,5592,Mactor 10 Tablet,Cardiovascular,13,261.77,3403.01,Saturday,True,9,Monsoon,2022,35
2022-09-03,7777,Patadin Tablet,Antihistamine,27,30.14,813.78,Saturday,True,9,Monsoon,2022,35
2022-09-03,375,AF-K Lotion,Antibiotic,6,234.06,1404.36,Saturday,True,9,Monsoon,2022,35
2022-09-03,10697,Udapa 10 Tablet,Antidiabetic,11,415.74,4573.14,Saturday,True,9,Monsoon,2022,35
2022-09-03,9694,T-Minic Syrup Orange,Respiratory,32,117.09,3746.88,Saturday,True,9,Monsoon,2022,35
2022-09-03,1065,Adclin Gel,Other,17,400.0,6800.0,Saturday,True,9,Monsoon,2022,35
2022-09-03,9176,Sizodon 2 Tablet,Other,17,315.74,5367.58,Saturday,True,9,Monsoon,2022,35
2022-09-03,4567,Lasma LC kid Syrup,Antipyretic,27,445.07,12016.89,Saturday,True,9,Monsoon,2022,35
2022-09-03,10087,Tolsama 15 Tablet,Other,4,410.48,1641.92,Saturday,True,9,Monsoon,2022,35
2022-09-03,5032,Laxiwal Solution,Gastrointestinal,18,462.32,8321.76,Saturday,True,9,Monsoon,2022,35
2022-09-04,6558,Nexiron Injection,Supplement,15,224.59,3368.85,Sunday,True,9,Monsoon,2022,35
2022-09-04,10413,Telmikaa MT 25 Tablet ER,Cardiovascular,6,162.18,973.08,Sunday,True,9,Monsoon,2022,35
2022-09-04,10858,Vitcofol-C Combipack Injection,Supplement,3,53.72,161.16,Sunday,True,9,Monsoon,2022,35
2022-09-04,6172,Neo-Mercazole 5 Tablet,Other,20,100.11,2002.2,Sunday,True,9,Monsoon,2022,35
2022-09-04,7464,Pacimol 650 Tablet,Analgesic,3,446.83,1340.49,Sunday,True,9,Monsoon,2022,35
2022-09-04,1288,Beltas Tablet,Antihistamine,12,465.26,5583.12,Sunday,True,9,Monsoon,2022,35
2022-09-04,1467,Diprobate RD Cream,Antihistamine,10,68.96,689.6,Sunday,True,9,Monsoon,2022,35
2022-09-04,532,Amlip 2.5 Tablet,Analgesic,18,39.31,707.58,Sunday,True,9,Monsoon,2022,35
2022-09-04,4589,Livoluk Fibre  Granules Lemon,Gastrointestinal,21,387.47,8136.87,Sunday,True,9,Monsoon,2022,35
2022-09-04,6946,OF 200 Tablet,Antibiotic,30,445.0,13350.0,Sunday,True,9,Monsoon,2022,35
2022-09-04,5933,Monzem LC Tablet,Antipyretic,28,486.34,13617.52,Sunday,True,9,Monsoon,2022,35
2022-09-04,4842,Life OK  Eye Drop,Antihistamine,13,248.56,3231.28,Sunday,True,9,Monsoon,2022,35
2022-09-04,233,Atonide Gel,Dermatological,3,252.15,756.45,Sunday,True,9,Monsoon,2022,35
2022-09-04,10633,Telmisar 40mg Tablet,Cardiovascular,15,306.76,4601.4,Sunday,True,9,Monsoon,2022,35
2022-09-04,5189,Montina-L Syrup,Antipyretic,17,141.68,2408.56,Sunday,True,9,Monsoon,2022,35
2022-09-04,3093,Glynium Respicap,Gastrointestinal,11,121.2,1333.2,Sunday,True,9,Monsoon,2022,35
2022-09-04,2935,Geminor M2 Forte Tablet PR,Antidiabetic,20,13.25,265.0,Sunday,True,9,Monsoon,2022,35
2022-09-04,9753,Tenlimac Tablet,Antidiabetic,4,406.05,1624.2,Sunday,True,9,Monsoon,2022,35
2022-09-04,614,Aciloc Only Oral Liquid,Respiratory,24,7.03,168.72,Sunday,True,9,Monsoon,2022,35
2022-09-04,7777,Patadin Tablet,Antihistamine,24,30.14,723.36,Sunday,True,9,Monsoon,2022,35
2022-09-04,9117,Semi-Amaryl Tablet,Antidiabetic,20,303.93,6078.6,Sunday,True,9,Monsoon,2022,35
2022-09-04,772,Apxenta 30mg Tablet,Dermatological,11,126.71,1393.81,Sunday,True,9,Monsoon,2022,35
2022-09-04,6607,Nervit 500mcg Tablet,Supplement,14,32.01,448.14,Sunday,True,9,Monsoon,2022,35
2022-09-04,9456,Spirodin-M Tablet SR,Respiratory,6,242.98,1457.88,Sunday,True,9,Monsoon,2022,35
2022-09-04,7215,Olmat MT 50 Tablet ER,Cardiovascular,18,17.41,313.38,Sunday,True,9,Monsoon,2022,35
2022-09-04,5743,Metoder 50mg Tablet XL,Analgesic,5,486.68,2433.4,Sunday,True,9,Monsoon,2022,35
2022-09-04,6599,Nepatak Eye Drop,Analgesic,6,154.13,924.78,Sunday,True,9,Monsoon,2022,35
2022-09-04,501,Atazis 25mg Tablet,Dermatological,11,188.36,2071.96,Sunday,True,9,Monsoon,2022,35
2022-09-04,3970,Jardiance Met 12.5mg/1000mg Tablet,Antidiabetic,10,341.87,3418.7,Sunday,True,9,Monsoon,2022,35
2022-09-04,243,Acupat Ophthalmic Solution,Antihistamine,17,44.26,752.42,Sunday,True,9,Monsoon,2022,35
2022-09-04,4424,Livoluk Kid Oral Solution,Gastrointestinal,25,347.27,8681.75,Sunday,True,9,Monsoon,2022,35
2022-09-04,1865,Eclospan Cream,Antibiotic,8,151.09,1208.72,Sunday,True,9,Monsoon,2022,35
2022-09-04,9483,S-Amcard 5 Tablet,Analgesic,17,421.02,7157.34,Sunday,True,9,Monsoon,2022,35
2022-09-04,8669,Romilast-BL Tablet,Antihistamine,25,84.73,2118.25,Sunday,True,9,Monsoon,2022,35
2022-09-04,2043,Etody 60 Tablet,Analgesic,23,291.63,6707.49,Sunday,True,9,Monsoon,2022,35
2022-09-04,3368,Histafree Suspension Raspberry &amp; Vanilla,Antihistamine,18,329.06,5923.08,Sunday,True,9,Monsoon,2022,35
2022-09-04,5272,Montewok-LC Tablet,Antipyretic,11,210.91,2320.01,Sunday,True,9,Monsoon,2022,35
2022-09-04,8334,Rosuvas F 5 Tablet,Cardiovascular,11,427.32,4700.52,Sunday,True,9,Monsoon,2022,35
2022-09-05,3787,IDEBEST 45MG TABLET,Other,5,304.05,1520.25,Monday,False,9,Monsoon,2022,36
2022-09-05,945,Argifizz 1500mg Tablet,Supplement,10,119.61,1196.1,Monday,False,9,Monsoon,2022,36
2022-09-05,5194,Metrogyl ER Tablet,Antibiotic,32,463.9,14844.8,Monday,False,9,Monsoon,2022,36
2022-09-05,6906,Oxcarb 300 Tablet,Other,12,307.27,3687.24,Monday,False,9,Monsoon,2022,36
2022-09-05,4467,Looz Peg Oral Solution Orange,Gastrointestinal,24,220.46,5291.04,Monday,False,9,Monsoon,2022,36
2022-09-05,6334,Niosol Ointment,Antihistamine,19,319.51,6070.69,Monday,False,9,Monsoon,2022,36
2022-09-05,10450,Tacvido Ointment,Dermatological,19,249.65,4743.35,Monday,False,9,Monsoon,2022,36
2022-09-05,4880,Lit M Tablet,Antipyretic,17,274.12,4660.04,Monday,False,9,Monsoon,2022,36
2022-09-05,1241,Betasalic Ointment,Dermatological,14,91.57,1281.98,Monday,False,9,Monsoon,2022,36
2022-09-05,11250,Wat-R Eye Drop,Ophthalmic,16,240.59,3849.44,Monday,False,9,Monsoon,2022,36
2022-09-05,7581,Pentasa 500mg Tablet PR,Gastrointestinal,35,210.52,7368.2,Monday,False,9,Monsoon,2022,36
2022-09-05,11387,X-Mont LC Tablet,Antipyretic,26,469.23,12199.98,Monday,False,9,Monsoon,2022,36
2022-09-05,10780,Uprise-D3 6L Injection 1ml,Supplement,20,121.1,2422.0,Monday,False,9,Monsoon,2022,36
2022-09-05,3788,Ivf M  150IU Injection,Other,27,333.61,9007.47,Monday,False,9,Monsoon,2022,36
2022-09-05,680,Amloz AT Tablet,Cardiovascular,25,323.0,8075.0,Monday,False,9,Monsoon,2022,36
2022-09-05,5743,Metoder 50mg Tablet XL,Analgesic,13,486.68,6326.84,Monday,False,9,Monsoon,2022,36
2022-09-05,1359,Billargic M Tablet,Antihistamine,29,215.04,6236.16,Monday,False,9,Monsoon,2022,36
2022-09-05,5032,Laxiwal Solution,Gastrointestinal,23,462.32,10633.36,Monday,False,9,Monsoon,2022,36
2022-09-05,580,Atormac Gold 10 Capsule,Cardiovascular,4,5.19,20.76,Monday,False,9,Monsoon,2022,36
2022-09-05,8322,Respicure-D Syrup,Respiratory,5,428.88,2144.4,Monday,False,9,Monsoon,2022,36
2022-09-05,691,Ampoxin-CV 500mg/125mg Tablet,Antibiotic,40,426.99,17079.6,Monday,False,9,Monsoon,2022,36
2022-09-05,356,Airz Capsule,Gastrointestinal,14,237.33,3322.62,Monday,False,9,Monsoon,2022,36
2022-09-05,5918,Momoz S Ointment,Dermatological,16,19.21,307.36,Monday,False,9,Monsoon,2022,36
2022-09-05,2618,Fexofen 180mg Tablet,Antihistamine,40,7.49,299.6,Monday,False,9,Monsoon,2022,36
2022-09-05,5683,Malirid 7.5mg Tablet,Other,19,287.66,5465.54,Monday,False,9,Monsoon,2022,36
2022-09-05,2695,Fimagen 60 Tablet,Cardiovascular,17,223.88,3805.96,Monday,False,9,Monsoon,2022,36
2022-09-05,4823,Lubry-GM Tablet,Anti-inflammatory,18,161.78,2912.04,Monday,False,9,Monsoon,2022,36
2022-09-05,1288,Beltas Tablet,Antihistamine,26,465.26,12096.76,Monday,False,9,Monsoon,2022,36
2022-09-05,10137,Tears Naturale II Lubricant Eye Drops,Ophthalmic,13,489.01,6357.13,Monday,False,9,Monsoon,2022,36
2022-09-05,9382,Sandimmun Neoral 50mg Soft Gelatin Capsule,Dermatological,33,135.42,4468.86,Monday,False,9,Monsoon,2022,36
2022-09-05,5225,Mecofol 10 Tablet For Vitamin B12 Deficiency,Supplement,28,240.96,6746.88,Monday,False,9,Monsoon,2022,36
2022-09-05,9213,Supermet XL 25 Tablet,Analgesic,28,294.12,8235.36,Monday,False,9,Monsoon,2022,36
2022-09-05,6472,Nebilong Tablet,Cardiovascular,11,324.81,3572.91,Monday,False,9,Monsoon,2022,36
2022-09-05,10858,Vitcofol-C Combipack Injection,Supplement,26,53.72,1396.72,Monday,False,9,Monsoon,2022,36
2022-09-05,871,Amrobrut Cream,Antibiotic,51,301.17,15359.67,Monday,False,9,Monsoon,2022,36
2022-09-05,2464,Fabiflu 400 Tablet,Antiviral,24,473.38,11361.12,Monday,False,9,Monsoon,2022,36
2022-09-05,526,Axcer  60mg Tablet,Cardiovascular,14,415.1,5811.4,Monday,False,9,Monsoon,2022,36
2022-09-05,120,A-Ret 0.1% Gel,Other,7,115.84,810.88,Monday,False,9,Monsoon,2022,36
2022-09-06,5211,Monticope-A Tablet SR,Respiratory,53,52.72,2794.16,Tuesday,False,9,Monsoon,2022,36
2022-09-06,9775,Tears Naturale Forte Ophthalmic Solution,Ophthalmic,25,143.73,3593.25,Tuesday,False,9,Monsoon,2022,36
2022-09-06,4287,Laveta M  Tablet,Antipyretic,10,197.54,1975.4,Tuesday,False,9,Monsoon,2022,36
2022-09-06,451,Asthakind-LS Drop,Respiratory,46,330.08,15183.68,Tuesday,False,9,Monsoon,2022,36
2022-09-06,9483,S-Amcard 5 Tablet,Analgesic,4,421.02,1684.08,Tuesday,False,9,Monsoon,2022,36
2022-09-06,10780,Uprise-D3 6L Injection 1ml,Supplement,7,121.1,847.7,Tuesday,False,9,Monsoon,2022,36
2022-09-06,11387,X-Mont LC Tablet,Antipyretic,15,469.23,7038.45,Tuesday,False,9,Monsoon,2022,36
2022-09-06,4511,Lamitor OD 100 Tablet SR,Other,31,80.83,2505.73,Tuesday,False,9,Monsoon,2022,36
2022-09-06,9959,Telekast-L Kid Tablet,Antipyretic,41,134.62,5519.42,Tuesday,False,9,Monsoon,2022,36
2022-09-06,437,Actoid 25mg Capsule,Dermatological,36,341.8,12304.8,Tuesday,False,9,Monsoon,2022,36
2022-09-06,3880,Intagesic 50 mg/325 mg Tablet,Analgesic,29,430.98,12498.42,Tuesday,False,9,Monsoon,2022,36
2022-09-06,6703,Nitrofix 20 Tablet,Analgesic,23,237.03,5451.69,Tuesday,False,9,Monsoon,2022,36
2022-09-06,657,Auradex 4mg Tablet,Anti-inflammatory,25,439.19,10979.75,Tuesday,False,9,Monsoon,2022,36
2022-09-06,6652,Novonorm 0.5mg Tablet,Antidiabetic,20,162.26,3245.2,Tuesday,False,9,Monsoon,2022,36
2022-09-06,229,Atorva 80 Tablet,Cardiovascular,24,24.07,577.68,Tuesday,False,9,Monsoon,2022,36
2022-09-06,9841,Tacroz Forte XL Ointment,Dermatological,13,184.71,2401.23,Tuesday,False,9,Monsoon,2022,36
2022-09-06,7784,Panthor DX Syrup,Respiratory,17,432.56,7353.52,Tuesday,False,9,Monsoon,2022,36
2022-09-06,11623,Zeecool Plus Eye Drops,Antihistamine,27,289.57,7818.39,Tuesday,False,9,Monsoon,2022,36
2022-09-06,2757,Glizid-M Tablet,Antidiabetic,20,181.9,3638.0,Tuesday,False,9,Monsoon,2022,36
2022-09-06,3788,Ivf M  150IU Injection,Other,30,333.61,10008.3,Tuesday,False,9,Monsoon,2022,36
2022-09-06,8728,Rosukem 20 Tablet,Cardiovascular,14,313.96,4395.44,Tuesday,False,9,Monsoon,2022,36
2022-09-06,6906,Oxcarb 300 Tablet,Other,26,307.27,7989.02,Tuesday,False,9,Monsoon,2022,36
2022-09-06,1129,Afitra 100 Capsule,Antibiotic,44,491.55,21628.2,Tuesday,False,9,Monsoon,2022,36
2022-09-06,9369,Simvotin 10 Tablet,Cardiovascular,14,350.53,4907.42,Tuesday,False,9,Monsoon,2022,36
2022-09-06,8193,Rebagen Tablet,Gastrointestinal,8,121.45,971.6,Tuesday,False,9,Monsoon,2022,36
2022-09-06,8100,Protol 25 TL Tablet PR,Cardiovascular,33,224.38,7404.54,Tuesday,False,9,Monsoon,2022,36
2022-09-06,5488,Moisol-Z Eye Drops,Ophthalmic,7,81.02,567.14,Tuesday,False,9,Monsoon,2022,36
2022-09-06,86,Amaryl 1mg Tablet,Antidiabetic,14,281.56,3941.84,Tuesday,False,9,Monsoon,2022,36
2022-09-06,814,Aminogen Eye Drop,Antibiotic,23,281.14,6466.22,Tuesday,False,9,Monsoon,2022,36
2022-09-06,5570,Magadol 50mg/325mg Tablet,Analgesic,34,70.25,2388.5,Tuesday,False,9,Monsoon,2022,36
2022-09-06,5859,Modlip 20 Tablet,Cardiovascular,20,66.43,1328.6,Tuesday,False,9,Monsoon,2022,36
2022-09-06,3813,IBU-C Tablet,Analgesic,17,402.99,6850.83,Tuesday,False,9,Monsoon,2022,36
2022-09-06,3787,IDEBEST 45MG TABLET,Other,24,304.05,7297.2,Tuesday,False,9,Monsoon,2022,36
2022-09-06,166,ATM 500 Tablet,Antibiotic,25,413.59,10339.75,Tuesday,False,9,Monsoon,2022,36
2022-09-06,477,Ageless Tablet,Supplement,22,422.36,9291.92,Tuesday,False,9,Monsoon,2022,36
2022-09-06,5434,Miontizee-L Tablet,Antipyretic,21,391.98,8231.58,Tuesday,False,9,Monsoon,2022,36
2022-09-06,4971,Levotiz-M Tablet,Antipyretic,38,492.39,18710.82,Tuesday,False,9,Monsoon,2022,36
2022-09-06,2783,Glimestar-PM2 Tablet ER,Antidiabetic,21,18.31,384.51,Tuesday,False,9,Monsoon,2022,36
2022-09-06,3368,Histafree Suspension Raspberry &amp; Vanilla,Antihistamine,29,329.06,9542.74,Tuesday,False,9,Monsoon,2022,36
2022-09-06,8092,Prucalm 10 Tablet,Dermatological,16,383.33,6133.28,Tuesday,False,9,Monsoon,2022,36
2022-09-06,321,Acrotac 25mg Capsule,Dermatological,13,150.78,1960.14,Tuesday,False,9,Monsoon,2022,36
2022-09-06,10990,V D3 Sachet,Supplement,5,435.57,2177.85,Tuesday,False,9,Monsoon,2022,36
2022-09-06,8748,Rowasa 500mg Pellets,Gastrointestinal,17,439.55,7472.35,Tuesday,False,9,Monsoon,2022,36
2022-09-06,1333,Bro-Zedex LS Drops,Analgesic,15,209.66,3144.9,Tuesday,False,9,Monsoon,2022,36
2022-09-06,3970,Jardiance Met 12.5mg/1000mg Tablet,Antidiabetic,26,341.87,8888.62,Tuesday,False,9,Monsoon,2022,36
2022-09-06,501,Atazis 25mg Tablet,Dermatological,26,188.36,4897.36,Tuesday,False,9,Monsoon,2022,36
2022-09-06,8538,Rabezol 20 Tablet,Respiratory,10,191.39,1913.9,Tuesday,False,9,Monsoon,2022,36
2022-09-06,5132,Methycobal Tablet,Supplement,11,44.38,488.18,Tuesday,False,9,Monsoon,2022,36
2022-09-06,3568,Hylumax Eye Drop,Ophthalmic,17,211.61,3597.37,Tuesday,False,9,Monsoon,2022,36
2022-09-07,781,Aristogyl-F Oral Suspension,Gastrointestinal,27,119.81,3234.87,Wednesday,False,9,Monsoon,2022,36
2022-09-07,887,Azulix 3 Tablet,Antidiabetic,24,331.83,7963.92,Wednesday,False,9,Monsoon,2022,36
2022-09-07,9419,Skizoril 25mg Tablet,Other,8,441.56,3532.48,Wednesday,False,9,Monsoon,2022,36
2022-09-07,8409,Retoz 60 Tablet,Analgesic,31,155.89,4832.59,Wednesday,False,9,Monsoon,2022,36
2022-09-07,5639,Maxigla Soft Gelatin Capsule,Supplement,10,227.22,2272.2,Wednesday,False,9,Monsoon,2022,36
2022-09-07,3307,Grafnos 0.5 Capsule,Other,13,221.18,2875.34,Wednesday,False,9,Monsoon,2022,36
2022-09-07,526,Axcer  60mg Tablet,Cardiovascular,7,415.1,2905.7,Wednesday,False,9,Monsoon,2022,36
2022-09-07,6941,Osicare Plus Tablet,Anti-inflammatory,13,493.49,6415.37,Wednesday,False,9,Monsoon,2022,36
2022-09-07,3366,Hicope 25 Tablet,Dermatological,17,226.76,3854.92,Wednesday,False,9,Monsoon,2022,36
2022-09-07,5743,Metoder 50mg Tablet XL,Analgesic,16,486.68,7786.88,Wednesday,False,9,Monsoon,2022,36
2022-09-07,11446,Zocon 150 Tablet,Antibiotic,41,345.09,14148.69,Wednesday,False,9,Monsoon,2022,36
2022-09-07,9732,Typbar TCV Vaccine,Antipyretic,32,380.46,12174.72,Wednesday,False,9,Monsoon,2022,36
2022-09-07,11503,Zoline-Plus Eye Drops,Antihistamine,30,153.11,4593.3,Wednesday,False,9,Monsoon,2022,36
2022-09-07,9828,Tadact 20 Tablet,Cardiovascular,10,408.84,4088.4,Wednesday,False,9,Monsoon,2022,36
2022-09-07,5225,Mecofol 10 Tablet For Vitamin B12 Deficiency,Supplement,24,240.96,5783.04,Wednesday,False,9,Monsoon,2022,36
2022-09-07,8131,Q-Car Forte  Tablet,Supplement,8,247.45,1979.6,Wednesday,False,9,Monsoon,2022,36
2022-09-07,11561,Zukanorm 50 Tablet,Antidiabetic,14,204.24,2859.36,Wednesday,False,9,Monsoon,2022,36
2022-09-07,3730,Irivisc DS Eye Drop,Ophthalmic,11,357.44,3931.84,Wednesday,False,9,Monsoon,2022,36
2022-09-07,4908,LCZ-Mont Kid Tablet,Antipyretic,18,288.28,5189.04,Wednesday,False,9,Monsoon,2022,36
2022-09-07,3976,Jointace-DN Super Tablet,Anti-inflammatory,22,308.68,6790.96,Wednesday,False,9,Monsoon,2022,36
2022-09-07,3788,Ivf M  150IU Injection,Other,23,333.61,7673.03,Wednesday,False,9,Monsoon,2022,36
2022-09-07,9369,Simvotin 10 Tablet,Cardiovascular,11,350.53,3855.83,Wednesday,False,9,Monsoon,2022,36
2022-09-07,3073,Genericart Metformin Hydrochloride 1000mg Tablet SR,Antidiabetic,32,245.67,7861.44,Wednesday,False,9,Monsoon,2022,36
2022-09-07,5028,Leptomate 100 Tablet,Other,32,240.91,7709.12,Wednesday,False,9,Monsoon,2022,36
2022-09-07,1400,Bariderm-S Ointment,Dermatological,28,269.71,7551.88,Wednesday,False,9,Monsoon,2022,36
2022-09-07,8264,Rantac 300 Tablet,Respiratory,22,328.39,7224.58,Wednesday,False,9,Monsoon,2022,36
2022-09-07,2064,Eurepa MF 1 Tablet,Antidiabetic,19,467.26,8877.94,Wednesday,False,9,Monsoon,2022,36
2022-09-07,3742,Irimist Ophthalmic Solution,Ophthalmic,2,23.38,46.76,Wednesday,False,9,Monsoon,2022,36
2022-09-07,10724,Ultra Gel Eye Drop,Ophthalmic,19,480.16,9123.04,Wednesday,False,9,Monsoon,2022,36
2022-09-07,5740,Misty Gel,Ophthalmic,13,249.16,3239.08,Wednesday,False,9,Monsoon,2022,36
