Date,Medicine_ID,Medicine_Name,Category,Quantity_Sold,Price,Total_Amount,Day_of_Week,Is_Weekend,Month,Season_x,Year,Week_of_Year,Temperature_Min,Temperature_Max,Temperature_Avg,Humidity,Rainfall,Season_y,Sales_Lag_7,Sales_Lag_14,Sales_Lag_30,Rolling_Avg_7,Rolling_Avg_14,Rolling_Avg_30,Growth_Rate_7
2024-11-04,3073,Genericart Metformin Hydrochloride 1000mg Tablet SR,Antidiabetic,24,245.67,5896.08,Monday,False,11,Spring,2024,45,25.0,29.0,27.0,69.3,0.0,Spring,18.0,13.0,14.0,15.857142857142858,17.428571428571427,16.333333333333332,0.3157894736842105
2024-11-09,3073,Genericart Metformin Hydrochloride 1000mg Tablet SR,Antidiabetic,9,245.67,2211.03,Saturday,True,11,Spring,2024,45,22.1,29.1,25.6,58.7,0.0,Spring,18.0,27.0,4.0,14.571428571428571,16.142857142857142,16.5,-0.47368421052631576
2024-11-10,3073,Genericart Metformin Hydrochloride 1000mg Tablet SR,Antidiabetic,16,245.67,3930.72,Sunday,True,11,Spring,2024,45,23.4,32.0,27.7,62.4,0.0,Spring,25.0,32.0,16.0,13.285714285714286,15.0,16.5,-0.34615384615384615
2024-11-24,3073,Genericart Metformin Hydrochloride 1000mg Tablet SR,Antidiabetic,12,245.67,2948.04,Sunday,True,11,Spring,2024,47,24.4,34.2,29.3,62.8,0.0,Spring,18.0,9.0,5.0,12.428571428571429,15.214285714285714,16.733333333333334,-0.3157894736842105
2024-11-25,3073,Genericart Metformin Hydrochloride 1000mg Tablet SR,Antidiabetic,9,245.67,2211.03,Monday,False,11,Spring,2024,48,22.7,34.5,28.6,72.0,0.0,Spring,8.0,15.0,11.0,12.571428571428571,14.785714285714286,16.666666666666668,0.1111111111111111
2024-12-15,3073,Genericart Metformin Hydrochloride 1000mg Tablet SR,Antidiabetic,23,245.67,5650.41,Sunday,True,12,Winter,2024,50,10.0,25.3,17.7,64.0,0.0,Winter,12.0,11.0,23.0,14.142857142857142,15.642857142857142,16.666666666666668,0.8461538461538461
2023-03-10,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,10,186.01,1860.1,Friday,False,3,Summer,2023,10,28.1,36.5,32.3,45.5,3.0,Summer,13.0,12.0,22.0,16.428571428571427,14.571428571428571,15.4,-0.21428571428571427
2023-04-12,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,14,186.01,2604.14,Wednesday,False,4,Summer,2023,15,30.0,36.4,33.2,32.8,0.0,Summer,20.0,28.0,13.0,15.571428571428571,13.571428571428571,15.433333333333334,-0.2857142857142857
2023-04-15,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,13,186.01,2418.13,Saturday,True,4,Summer,2023,15,28.3,39.5,33.9,38.7,0.0,Summer,26.0,16.0,16.0,13.714285714285714,13.357142857142858,15.333333333333334,-0.48148148148148145
2023-05-05,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,17,186.01,3162.17,Friday,False,5,Summer,2023,18,30.4,37.0,33.7,43.8,0.0,Summer,10.0,7.0,11.0,14.714285714285714,14.071428571428571,15.533333333333333,0.6363636363636364
2023-05-18,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,16,186.01,2976.16,Thursday,False,5,Summer,2023,20,30.2,42.2,36.2,48.4,0.0,Summer,13.0,16.0,21.0,15.142857142857142,14.071428571428571,15.366666666666667,0.21428571428571427
2023-06-22,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,24,186.01,4464.24,Thursday,False,6,Monsoon,2023,25,25.4,33.9,29.7,74.2,109.2,Monsoon,9.0,7.0,20.0,17.285714285714285,15.285714285714286,15.5,1.5
2023-06-27,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,11,186.01,2046.11,Tuesday,False,6,Monsoon,2023,26,23.8,34.4,29.1,82.2,134.3,Monsoon,27.0,2.0,5.0,15.0,15.928571428571429,15.7,-0.5714285714285714
2023-08-01,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,28,186.01,5208.28,Tuesday,False,8,Monsoon,2023,31,26.7,31.5,29.1,92.7,91.8,Monsoon,10.0,13.0,10.0,17.571428571428573,17.0,16.3,1.6363636363636365
2023-08-17,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,25,186.01,4650.25,Thursday,False,8,Monsoon,2023,33,22.3,34.3,28.3,94.2,7.9,Monsoon,14.0,20.0,23.0,19.142857142857142,17.357142857142858,16.366666666666667,0.7333333333333333
2023-09-16,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,15,186.01,2790.15,Saturday,True,9,Monsoon,2023,37,25.0,29.8,27.4,70.3,119.0,Monsoon,13.0,26.0,28.0,19.428571428571427,16.571428571428573,15.933333333333334,0.14285714285714285
2023-09-29,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,10,186.01,1860.1,Friday,False,9,Monsoon,2023,39,27.2,34.5,30.8,72.7,0.0,Monsoon,17.0,10.0,14.0,18.428571428571427,16.571428571428573,15.8,-0.3888888888888889
2023-09-30,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,8,186.01,1488.08,Saturday,True,9,Monsoon,2023,39,25.1,30.1,27.6,77.3,23.2,Monsoon,16.0,13.0,33.0,17.285714285714285,16.214285714285715,14.966666666666667,-0.47058823529411764
2023-10-06,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,16,186.01,2976.16,Friday,False,10,Spring,2023,40,21.9,33.0,27.5,58.4,0.0,Spring,24.0,9.0,17.0,16.142857142857142,16.714285714285715,14.933333333333334,-0.32
2023-10-17,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,32,186.01,5952.32,Tuesday,False,10,Spring,2023,42,22.0,29.8,25.9,64.1,0.0,Spring,11.0,27.0,16.0,19.142857142857142,17.071428571428573,15.466666666666667,1.75
2023-10-24,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,26,186.01,4836.26,Tuesday,False,10,Spring,2023,43,19.5,30.7,25.1,66.1,0.0,Spring,28.0,10.0,4.0,18.857142857142858,18.214285714285715,16.2,-0.06896551724137931
2023-10-28,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,15,186.01,2790.15,Saturday,True,10,Spring,2023,43,19.5,34.4,27.0,74.4,0.0,Spring,25.0,14.0,15.0,17.428571428571427,18.285714285714285,16.2,-0.38461538461538464
2023-11-01,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,32,186.01,5952.32,Wednesday,False,11,Spring,2023,44,22.6,34.9,28.8,59.2,4.4,Spring,15.0,13.0,12.0,19.857142857142858,19.642857142857142,16.866666666666667,1.0625
2023-11-21,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,17,186.01,3162.17,Tuesday,False,11,Spring,2023,47,24.6,33.3,28.9,68.4,0.0,Spring,10.0,17.0,28.0,20.857142857142858,19.642857142857142,16.5,0.6363636363636364
2024-01-07,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,8,186.01,1488.08,Sunday,True,1,Winter,2024,1,13.7,27.6,20.7,56.7,0.0,Winter,8.0,16.0,16.0,20.857142857142858,19.071428571428573,16.233333333333334,0.0
2024-02-06,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,15,186.01,2790.15,Tuesday,False,2,Winter,2024,6,12.3,25.5,18.9,55.6,0.0,Winter,16.0,24.0,7.0,20.714285714285715,18.428571428571427,16.5,-0.058823529411764705
2024-02-18,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,8,186.01,1488.08,Sunday,True,2,Winter,2024,7,15.3,23.4,19.3,52.5,0.0,Winter,32.0,11.0,16.0,17.285714285714285,18.214285714285715,16.233333333333334,-0.7272727272727273
2024-03-29,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,12,186.01,2232.12,Friday,False,3,Summer,2024,13,31.3,44.2,37.8,32.6,0.0,Summer,26.0,28.0,7.0,15.285714285714286,17.071428571428573,16.4,-0.5185185185185185
2024-04-11,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,16,186.01,2976.16,Thursday,False,4,Summer,2024,15,26.9,42.0,34.4,40.5,0.0,Summer,15.0,25.0,2.0,15.428571428571429,16.428571428571427,16.866666666666667,0.0625
2024-04-29,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,7,186.01,1302.07,Monday,False,4,Summer,2024,18,30.9,42.1,36.5,44.7,0.0,Summer,32.0,15.0,13.0,11.857142857142858,15.857142857142858,16.666666666666668,-0.7575757575757576
2024-05-02,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,6,186.01,1116.06,Thursday,False,5,Summer,2024,18,26.1,38.5,32.3,48.1,0.0,Summer,17.0,10.0,20.0,10.285714285714286,15.571428571428571,16.2,-0.6111111111111112
2024-06-06,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,17,186.01,3162.17,Thursday,False,6,Monsoon,2024,23,27.0,33.0,30.0,84.2,0.0,Monsoon,8.0,8.0,26.0,11.571428571428571,16.214285714285715,15.9,1.0
2024-07-14,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,6,186.01,1116.06,Sunday,True,7,Monsoon,2024,28,27.2,31.5,29.3,89.9,3.4,Monsoon,15.0,16.0,10.0,10.285714285714286,15.5,15.766666666666667,-0.5625
2024-07-22,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,11,186.01,2046.11,Monday,False,7,Monsoon,2024,30,25.5,30.7,28.1,78.2,144.5,Monsoon,8.0,32.0,13.0,10.714285714285714,14.0,15.7,0.3333333333333333
2024-08-21,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,13,186.01,2418.13,Wednesday,False,8,Monsoon,2024,34,23.7,32.7,28.2,84.0,113.2,Monsoon,12.0,26.0,9.0,10.857142857142858,13.071428571428571,15.833333333333334,0.07692307692307693
2024-09-04,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,27,186.01,5022.27,Wednesday,False,9,Monsoon,2024,36,24.2,30.1,27.2,93.4,106.0,Monsoon,16.0,15.0,27.0,12.428571428571429,13.928571428571429,15.833333333333334,0.6470588235294118
2024-10-14,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,30,186.01,5580.3,Monday,False,10,Spring,2024,42,20.2,29.1,24.7,71.3,0.0,Spring,7.0,32.0,10.0,15.714285714285714,13.785714285714286,16.5,2.875
2024-11-27,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,11,186.01,2046.11,Wednesday,False,11,Spring,2024,48,19.9,28.7,24.3,71.0,0.0,Spring,6.0,17.0,14.0,16.428571428571427,13.357142857142858,16.4,0.7142857142857143
2024-12-13,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,8,186.01,1488.08,Friday,False,12,Winter,2024,50,15.4,24.0,19.7,55.8,0.0,Winter,17.0,8.0,13.0,15.142857142857142,13.357142857142858,16.233333333333334,-0.5
2024-12-14,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,21,186.01,3906.21,Saturday,True,12,Winter,2024,50,13.1,25.6,19.4,68.7,0.0,Winter,6.0,15.0,17.0,17.285714285714285,13.785714285714286,16.366666666666667,2.142857142857143
2024-12-28,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,5,186.01,930.05,Saturday,True,12,Winter,2024,52,12.5,27.0,19.8,64.9,0.0,Winter,11.0,8.0,16.0,16.428571428571427,13.571428571428571,16.0,-0.5
2024-12-30,3082,Glimisave MV 1.3 Tablet SR,Antidiabetic,20,186.01,3720.2,Monday,False,12,Winter,2024,1,16.4,24.4,20.4,62.0,0.0,Winter,13.0,12.0,24.0,17.428571428571427,14.142857142857142,15.866666666666667,0.5
2023-05-06,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,7,294.01,2058.07,Saturday,True,5,Summer,2023,18,29.6,38.6,34.1,41.2,0.0,Summer,28.0,25.0,17.0,14.428571428571429,16.928571428571427,17.3,-0.7241379310344828
2023-06-27,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,26,294.01,7644.26,Tuesday,False,6,Monsoon,2023,26,23.8,34.4,29.1,82.2,134.3,Monsoon,14.0,34.0,22.0,16.142857142857142,16.357142857142858,17.433333333333334,0.8
2023-07-20,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,10,294.01,2940.1,Thursday,False,7,Monsoon,2023,29,25.1,28.7,26.9,74.0,91.0,Monsoon,23.0,29.0,13.0,14.285714285714286,15.0,17.333333333333332,-0.5416666666666666
2023-08-25,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,21,294.01,6174.21,Friday,False,8,Monsoon,2023,34,23.1,28.1,25.6,87.4,85.9,Monsoon,9.0,2.0,25.0,16.0,16.357142857142858,17.2,1.2
2023-08-27,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,12,294.01,3528.12,Sunday,True,8,Monsoon,2023,34,28.0,34.7,31.3,76.1,141.3,Monsoon,22.0,18.0,24.0,14.571428571428571,15.928571428571429,16.8,-0.43478260869565216
2023-09-20,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,33,294.01,9702.33,Wednesday,False,9,Monsoon,2023,38,24.1,34.6,29.3,75.4,90.7,Monsoon,14.0,13.0,22.0,17.285714285714285,17.357142857142858,17.166666666666668,1.2666666666666666
2023-09-30,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,11,294.01,3234.11,Saturday,True,9,Monsoon,2023,39,25.1,30.1,27.6,77.3,23.2,Monsoon,12.0,12.0,18.0,17.142857142857142,17.285714285714285,16.933333333333334,-0.07692307692307693
2023-12-09,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,14,294.01,4116.14,Saturday,True,12,Winter,2023,49,16.8,24.6,20.7,54.7,0.0,Winter,7.0,28.0,9.0,18.142857142857142,16.285714285714285,17.1,0.875
2024-01-07,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,2,294.01,588.02,Sunday,True,1,Winter,2024,1,13.7,27.6,20.7,56.7,0.0,Winter,26.0,14.0,3.0,14.714285714285714,15.428571428571429,17.066666666666666,-0.8888888888888888
2024-01-10,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,26,294.01,7644.26,Wednesday,False,1,Winter,2024,2,15.8,26.7,21.3,68.5,0.0,Winter,10.0,23.0,10.0,17.0,15.642857142857142,17.6,1.4545454545454546
2024-01-15,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,21,294.01,6174.21,Monday,False,1,Winter,2024,3,11.5,28.6,20.1,61.6,2.7,Winter,21.0,9.0,23.0,17.0,16.5,17.533333333333335,0.0
2024-01-22,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,4,294.01,1176.04,Monday,False,1,Winter,2024,4,17.4,24.2,20.8,58.0,0.0,Winter,12.0,22.0,19.0,15.857142857142858,15.214285714285714,17.033333333333335,-0.6153846153846154
2024-02-15,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,10,294.01,2940.1,Thursday,False,2,Winter,2024,7,13.8,26.9,20.3,65.1,0.0,Winter,33.0,14.0,6.0,12.571428571428571,14.928571428571429,17.166666666666668,-0.6764705882352942
2024-04-07,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,14,294.01,4116.14,Sunday,True,4,Summer,2024,14,32.0,39.9,35.9,47.4,0.0,Summer,11.0,12.0,12.0,13.0,15.071428571428571,17.233333333333334,0.25
2024-05-11,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,2,294.01,588.02,Saturday,True,5,Summer,2024,19,27.0,44.0,35.5,30.8,0.0,Summer,14.0,7.0,27.0,11.285714285714286,14.714285714285714,16.4,-0.8
2024-06-11,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,7,294.01,2058.07,Tuesday,False,6,Monsoon,2024,24,23.2,31.1,27.2,71.3,21.6,Monsoon,2.0,26.0,24.0,12.0,13.357142857142858,15.833333333333334,1.6666666666666667
2024-06-26,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,26,294.01,7644.26,Wednesday,False,6,Monsoon,2024,26,25.9,31.4,28.7,78.5,55.2,Monsoon,26.0,10.0,25.0,12.0,14.5,15.866666666666667,0.0
2024-06-27,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,14,294.01,4116.14,Thursday,False,6,Monsoon,2024,26,24.6,33.4,29.0,93.3,109.8,Monsoon,21.0,21.0,34.0,11.0,14.0,15.2,-0.3181818181818182
2024-07-26,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,17,294.01,4998.17,Friday,False,7,Monsoon,2024,30,27.3,34.0,30.6,84.4,0.0,Monsoon,4.0,12.0,29.0,12.857142857142858,14.357142857142858,14.8,2.6
2024-08-05,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,33,294.01,9702.33,Monday,False,8,Monsoon,2024,32,22.3,31.4,26.8,75.9,76.1,Monsoon,10.0,33.0,2.0,16.142857142857142,14.357142857142858,15.833333333333334,2.090909090909091
2024-08-17,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,5,294.01,1470.05,Saturday,True,8,Monsoon,2024,33,25.1,30.7,27.9,83.3,145.3,Monsoon,14.0,11.0,18.0,14.857142857142858,13.928571428571429,15.4,-0.6
2024-08-31,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,18,294.01,5292.18,Saturday,True,8,Monsoon,2024,35,22.4,29.1,25.8,75.0,51.9,Monsoon,2.0,14.0,13.0,17.142857142857142,14.214285714285714,15.566666666666666,5.333333333333333
2024-09-02,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,28,294.01,8232.28,Monday,False,9,Monsoon,2024,36,25.0,28.6,26.8,73.2,29.7,Monsoon,7.0,2.0,12.0,20.142857142857142,16.071428571428573,16.1,2.625
2024-09-05,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,10,294.01,2940.1,Thursday,False,9,Monsoon,2024,36,22.9,29.1,26.0,84.1,0.0,Monsoon,26.0,26.0,28.0,17.857142857142858,14.928571428571429,15.5,-0.5925925925925926
2024-09-25,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,15,294.01,4410.15,Wednesday,False,9,Monsoon,2024,39,23.6,30.1,26.9,72.2,115.4,Monsoon,14.0,21.0,14.0,18.0,14.5,15.533333333333333,0.06666666666666667
2024-10-06,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,8,294.01,2352.08,Sunday,True,10,Spring,2024,40,20.0,32.6,26.3,59.1,0.8,Spring,17.0,4.0,23.0,16.714285714285715,14.785714285714286,15.033333333333333,-0.5
2024-10-14,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,28,294.01,8232.28,Monday,False,10,Spring,2024,42,20.2,29.1,24.7,71.3,0.0,Spring,33.0,10.0,9.0,16.0,16.071428571428573,15.666666666666666,-0.14705882352941177
2024-10-15,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,28,294.01,8232.28,Tuesday,False,10,Spring,2024,42,21.6,30.4,26.0,73.1,19.0,Spring,5.0,14.0,22.0,19.285714285714285,17.071428571428573,15.866666666666667,3.8333333333333335
2024-10-16,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,22,294.01,6468.22,Wednesday,False,10,Spring,2024,42,18.8,29.5,24.2,74.6,0.0,Spring,18.0,2.0,14.0,19.857142857142858,18.5,16.133333333333333,0.21052631578947367
2024-11-09,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,9,294.01,2646.09,Saturday,True,11,Spring,2024,45,22.1,29.1,25.6,58.7,0.0,Spring,28.0,7.0,12.0,17.142857142857142,18.642857142857142,16.033333333333335,-0.6551724137931034
2024-11-13,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,24,294.01,7056.24,Wednesday,False,11,Spring,2024,46,23.7,31.5,27.6,72.8,7.3,Spring,10.0,26.0,7.0,19.142857142857142,18.5,16.6,1.2727272727272727
2024-11-24,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,5,294.01,1470.05,Sunday,True,11,Spring,2024,47,24.4,34.2,29.3,62.8,0.0,Spring,15.0,14.0,26.0,17.714285714285715,17.857142857142858,15.9,-0.625
2024-12-04,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,22,294.01,6468.22,Wednesday,False,12,Winter,2024,49,14.4,23.4,18.9,65.7,0.0,Winter,8.0,17.0,10.0,19.714285714285715,18.214285714285715,16.3,1.5555555555555556
2024-12-18,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,19,294.01,5586.19,Wednesday,False,12,Winter,2024,51,14.9,25.9,20.4,65.1,0.0,Winter,28.0,33.0,21.0,18.428571428571427,17.214285714285715,16.233333333333334,-0.3103448275862069
2024-12-25,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,3,294.01,882.03,Wednesday,False,12,Winter,2024,52,15.5,29.4,22.5,64.3,0.0,Winter,28.0,5.0,12.0,14.857142857142858,17.071428571428573,15.933333333333334,-0.8620689655172413
2023-06-22,3127,Gushout Tablet,Supplement,11,73.2,805.2,Thursday,False,6,Monsoon,2023,25,25.4,33.9,29.7,74.2,109.2,Monsoon,32.0,27.0,11.0,11.714285714285714,15.714285714285714,14.933333333333334,-0.6363636363636364
2023-07-08,3127,Gushout Tablet,Supplement,16,73.2,1171.2,Saturday,True,7,Monsoon,2023,27,27.9,34.7,31.3,76.9,0.0,Monsoon,4.0,14.0,12.0,13.428571428571429,15.857142857142858,15.066666666666666,2.4
2023-07-27,3127,Gushout Tablet,Supplement,22,73.2,1610.4,Thursday,False,7,Monsoon,2023,30,26.2,28.2,27.2,71.9,121.9,Monsoon,12.0,33.0,19.0,14.857142857142858,15.071428571428571,15.166666666666666,0.7692307692307693
2023-08-16,3127,Gushout Tablet,Supplement,22,73.2,1610.4,Wednesday,False,8,Monsoon,2023,33,26.6,30.7,28.7,83.4,76.1,Monsoon,7.0,3.0,2.0,17.0,16.428571428571427,15.833333333333334,1.875
2023-09-24,3127,Gushout Tablet,Supplement,7,73.2,512.4,Sunday,True,9,Monsoon,2023,38,27.6,32.0,29.8,83.8,2.4,Monsoon,20.0,29.0,7.0,15.142857142857142,14.857142857142858,15.833333333333334,-0.6190476190476191
2023-10-03,3127,Gushout Tablet,Supplement,19,73.2,1390.8,Tuesday,False,10,Spring,2023,40,18.2,34.0,26.1,62.5,0.0,Spring,2.0,4.0,25.0,17.571428571428573,15.928571428571429,15.633333333333333,5.666666666666667
2023-10-06,3127,Gushout Tablet,Supplement,14,73.2,1024.8,Friday,False,10,Spring,2023,40,21.9,33.0,27.5,58.4,0.0,Spring,26.0,23.0,16.0,15.857142857142858,15.285714285714286,15.566666666666666,-0.4444444444444444
2023-10-08,3127,Gushout Tablet,Supplement,13,73.2,951.6,Sunday,True,10,Spring,2023,40,21.4,31.4,26.4,55.7,0.0,Spring,11.0,32.0,24.0,16.142857142857142,13.928571428571429,15.2,0.16666666666666666
2023-10-20,3127,Gushout Tablet,Supplement,12,73.2,878.4,Friday,False,10,Spring,2023,42,22.5,29.1,25.8,71.3,0.0,Spring,16.0,4.0,6.0,15.571428571428571,14.5,15.4,-0.23529411764705882
2023-11-13,3127,Gushout Tablet,Supplement,9,73.2,658.8,Monday,False,11,Spring,2023,46,19.2,31.0,25.1,63.5,0.0,Spring,22.0,12.0,6.0,13.714285714285714,14.285714285714286,15.5,-0.5652173913043478
2023-11-14,3127,Gushout Tablet,Supplement,18,73.2,1317.6,Tuesday,False,11,Spring,2023,46,19.6,28.2,23.9,66.1,17.5,Spring,22.0,7.0,29.0,13.142857142857142,15.071428571428571,15.133333333333333,-0.17391304347826086
2024-02-04,3127,Gushout Tablet,Supplement,17,73.2,1244.4,Sunday,True,2,Winter,2024,5,15.9,26.6,21.3,52.1,0.0,Winter,7.0,20.0,23.0,14.571428571428571,14.857142857142858,14.933333333333334,1.25
2024-03-30,3127,Gushout Tablet,Supplement,12,73.2,878.4,Saturday,True,3,Summer,2024,13,29.0,39.3,34.1,39.8,0.0,Summer,19.0,2.0,17.0,13.571428571428571,15.571428571428571,14.766666666666667,-0.35
2024-04-12,3127,Gushout Tablet,Supplement,20,73.2,1464.0,Friday,False,4,Summer,2024,15,29.0,37.1,33.0,45.4,0.0,Summer,14.0,26.0,5.0,14.428571428571429,15.142857142857142,15.266666666666667,0.4
2024-04-25,3127,Gushout Tablet,Supplement,28,73.2,2049.6,Thursday,False,4,Summer,2024,17,26.7,36.6,31.7,40.7,0.0,Summer,13.0,11.0,8.0,16.571428571428573,16.357142857142858,15.933333333333334,1.0714285714285714
2024-05-07,3127,Gushout Tablet,Supplement,23,73.2,1683.6,Tuesday,False,5,Summer,2024,19,30.1,35.5,32.8,33.5,0.0,Summer,12.0,16.0,2.0,18.142857142857142,16.857142857142858,16.633333333333333,0.8461538461538461
2024-06-04,3127,Gushout Tablet,Supplement,21,73.2,1537.2,Tuesday,False,6,Monsoon,2024,23,24.7,33.1,28.9,71.7,4.3,Monsoon,9.0,22.0,27.0,19.857142857142858,16.785714285714285,16.433333333333334,1.2
2024-06-16,3127,Gushout Tablet,Supplement,17,73.2,1244.4,Sunday,True,6,Monsoon,2024,24,22.1,32.0,27.1,94.7,0.0,Monsoon,18.0,22.0,14.0,19.714285714285715,16.428571428571427,16.533333333333335,-0.05263157894736842
2024-06-26,3127,Gushout Tablet,Supplement,17,73.2,1244.4,Wednesday,False,6,Monsoon,2024,26,25.9,31.4,28.7,78.5,55.2,Monsoon,17.0,7.0,33.0,19.714285714285715,17.142857142857142,16.0,0.0
2024-07-01,3127,Gushout Tablet,Supplement,10,73.2,732.0,Monday,False,7,Monsoon,2024,27,22.9,29.5,26.2,89.0,81.2,Monsoon,12.0,19.0,3.0,19.428571428571427,16.5,16.233333333333334,-0.15384615384615385
2024-07-16,3127,Gushout Tablet,Supplement,5,73.2,366.0,Tuesday,False,7,Monsoon,2024,29,22.7,33.9,28.3,70.3,145.6,Monsoon,20.0,14.0,29.0,17.285714285714285,15.857142857142858,15.433333333333334,-0.7142857142857143
2024-07-22,3127,Gushout Tablet,Supplement,9,73.2,658.8,Monday,False,7,Monsoon,2024,30,25.5,30.7,28.1,78.2,144.5,Monsoon,28.0,13.0,4.0,14.571428571428571,15.571428571428571,15.6,-0.6551724137931034
2024-07-25,3127,Gushout Tablet,Supplement,3,73.2,219.6,Thursday,False,7,Monsoon,2024,30,27.0,33.7,30.4,86.3,47.7,Monsoon,23.0,12.0,23.0,11.714285714285714,14.928571428571429,14.933333333333334,-0.8333333333333334
2024-08-31,3127,Gushout Tablet,Supplement,9,73.2,658.8,Saturday,True,8,Monsoon,2024,35,22.4,29.1,25.8,75.0,51.9,Monsoon,21.0,9.0,32.0,10.0,14.928571428571429,14.166666666666666,-0.5454545454545454
2024-09-13,3127,Gushout Tablet,Supplement,21,73.2,1537.2,Friday,False,9,Monsoon,2024,37,27.0,33.9,30.5,91.5,108.4,Monsoon,17.0,18.0,4.0,10.571428571428571,15.142857142857142,14.733333333333333,0.2222222222222222
2024-10-03,3127,Gushout Tablet,Supplement,16,73.2,1171.2,Thursday,False,10,Spring,2024,40,23.8,30.5,27.2,74.0,0.0,Spring,17.0,17.0,12.0,10.428571428571429,15.071428571428571,14.866666666666667,-0.05555555555555555
2024-10-06,3127,Gushout Tablet,Supplement,10,73.2,732.0,Sunday,True,10,Spring,2024,40,20.0,32.6,26.3,59.1,0.8,Spring,10.0,12.0,7.0,10.428571428571429,14.928571428571429,14.966666666666667,0.0
2024-11-04,3127,Gushout Tablet,Supplement,12,73.2,878.4,Monday,False,11,Spring,2024,45,25.0,29.0,27.0,69.3,0.0,Spring,5.0,20.0,20.0,11.428571428571429,14.357142857142858,14.7,1.1666666666666667
2024-11-13,3127,Gushout Tablet,Supplement,25,73.2,1830.0,Wednesday,False,11,Spring,2024,46,23.7,31.5,27.6,72.8,7.3,Spring,9.0,28.0,2.0,13.714285714285714,14.142857142857142,15.466666666666667,1.6
